text,category,urgency,timestamp,has_photo
Sink in kitchen drains slowly.,plumbing,non-urgent,2025-02-20 22:21:28.437896,False
Black widow spiders found in laundry room with children in home.,pest,urgent,2025-02-11 18:08:54.893057,True
Minor cobwebs in living room windows.,pest,non-urgent,2025-02-28 00:52:50.419103,False
Cabinet doors in laundry room won't stay closed.,structural,semi-urgent,2025-02-12 23:54:26.686557,False
Water gushing from under balcony sink.,plumbing,urgent,2025-02-05 21:43:41.233837,False
Key fob not working for building access.,miscellaneous,semi-urgent,2025-02-11 02:00:11.367922,True
Occasional ant in closet.,pest,non-urgent,2025-02-15 05:42:14.837866,False
Intercom system not functioning properly.,miscellaneous,semi-urgent,2025-02-16 00:34:17.066472,True
Small chip in office countertop.,structural,non-urgent,2025-02-27 05:25:53.841939,False
Moth infestation in kitchen closet.,pest,semi-urgent,2025-02-22 16:26:24.442053,True
Window in kitchen won't close properly.,structural,semi-urgent,2025-02-13 04:09:43.659653,True
Microwave sparked and caught fire briefly.,appliance,urgent,2025-02-11 13:27:28.242908,True
Major water leak coming through office ceiling.,plumbing,urgent,2025-02-25 21:41:30.964353,True
Doorbell not functioning.,electrical,semi-urgent,2025-02-28 14:23:13.714811,False
Shock received from office switch.,electrical,urgent,2025-02-19 20:47:51.750864,True
Heat not working and temperature below freezing inside.,hvac,urgent,2025-02-02 11:12:43.651611,True
Air conditioner making strange noise in bathroom.,hvac,semi-urgent,2025-02-11 07:47:29.631948,True
Main electrical panel smoking.,electrical,urgent,2025-02-27 04:20:28.717892,True
Uneven heating in different rooms.,hvac,non-urgent,2025-02-11 12:48:09.130083,False
Bedroom sink loose.,plumbing,semi-urgent,2025-02-17 03:45:29.004713,True
Low water pressure in office.,plumbing,semi-urgent,2025-02-01 17:15:21.221285,True
Carbon monoxide alarm going off near entryway appliance.,appliance,urgent,2025-02-13 13:37:22.174607,True
Swarm of bees entered apartment through closet.,pest,urgent,2025-02-14 03:55:50.310946,True
Slight noise from living room AC unit.,hvac,non-urgent,2025-02-03 11:13:23.720706,False
Shower curtain rod rusting in living room.,plumbing,non-urgent,2025-02-16 07:00:02.737576,False
Flea infestation causing severe allergic reactions.,pest,urgent,2025-02-26 03:54:43.412599,True
Laundry room shower drain partially clogged.,plumbing,semi-urgent,2025-02-06 01:57:38.363473,False
Flies coming from bedroom drain.,pest,semi-urgent,2025-02-17 20:57:41.639184,True
Slight discoloration on living room ceiling.,structural,non-urgent,2025-02-09 20:36:01.615017,False
"Multiple circuit breakers tripping, water damage spreading rapidly.",electrical,urgent,2025-02-19 03:38:51.243120,False
Heat blowing cold air in bathroom.,hvac,semi-urgent,2025-02-09 06:20:05.898697,False
Strong gas smell from kitchen heater.,hvac,urgent,2025-02-09 02:30:30.210394,False
Weatherstripping coming off balcony window.,structural,non-urgent,2025-02-19 08:27:16.563643,False
Doorbell not functioning.,electrical,semi-urgent,2025-02-06 13:46:00.627994,False
Flies coming from bedroom drain.,pest,semi-urgent,2025-02-15 01:57:11.365140,False
Minor temperature fluctuation in laundry room.,hvac,non-urgent,2025-02-16 10:29:49.633185,False
Shock received from basement switch.,electrical,urgent,2025-02-12 17:25:12.878551,True
Recycle bin missing lid.,miscellaneous,non-urgent,2025-02-27 17:08:27.948449,False
Toilet in closet running continuously.,plumbing,semi-urgent,2025-02-13 12:04:47.006703,False
Ceiling light fixture sparking in kitchen.,electrical,urgent,2025-02-27 22:33:07.272566,False
Garbage chute blocked on our floor.,miscellaneous,semi-urgent,2025-02-08 18:58:03.305825,False
"Break-in attempt, entryway window damaged.",miscellaneous,urgent,2025-02-03 14:30:49.950489,False
Balcony window not working properly.,structural,semi-urgent,2025-02-27 21:00:24.623478,False
Hallway faucet not closing properly.,plumbing,semi-urgent,2025-02-22 06:42:48.344848,False
Minor cobwebs in entryway windows.,pest,non-urgent,2025-02-10 00:03:57.223234,False
Small patch of carpet worn in entryway hallway.,miscellaneous,non-urgent,2025-02-06 18:03:34.075909,False
Oven temperature slightly off.,appliance,non-urgent,2025-02-01 11:14:23.879554,False
"Suspicious gas smell in living room, children in home.",miscellaneous,urgent,2025-02-09 06:36:15.034823,False
Buzzing sound from basement outlet.,electrical,semi-urgent,2025-02-26 20:19:37.145835,False
Flickering lights in living room.,electrical,semi-urgent,2025-02-21 22:12:40.551179,False
Some bathroom floor boards are warped.,structural,semi-urgent,2025-02-07 00:41:26.837977,True
Garbage chute blocked on our floor.,miscellaneous,semi-urgent,2025-02-04 09:08:06.193588,True
"Door to bedroom won't lock, getting worse quickly.",structural,urgent,2025-02-13 13:28:05.446304,True
Flea infestation causing severe allergic reactions.,pest,urgent,2025-02-14 20:34:07.562274,True
Washing machine violently shaking and moving across floor.,appliance,urgent,2025-02-16 18:58:47.112572,True
Hot water tank leaking heavily in office.,plumbing,urgent,2025-02-19 19:46:22.936465,False
"Large crack in living room wall, health risk.",structural,urgent,2025-02-12 05:34:57.451600,False
"Door to kitchen won't lock, safety hazard.",structural,urgent,2025-02-14 11:28:21.803397,True
Smoke detector leaking steadily in closet.,miscellaneous,semi-urgent,2025-02-20 10:00:19.689114,False
"Mold growing in living room, need to fix this week.",miscellaneous,semi-urgent,2025-02-07 22:30:44.550526,False
Baseboard separating from wall in laundry room.,structural,non-urgent,2025-02-16 17:09:23.495016,False
Motion sensor light staying on in basement.,electrical,non-urgent,2025-02-01 07:41:05.316727,False
Light fixture in office making strange noise.,electrical,semi-urgent,2025-02-21 07:25:03.609681,False
Single ant spotted in office.,pest,non-urgent,2025-02-22 10:57:30.590371,False
Intercom system not functioning properly.,miscellaneous,semi-urgent,2025-02-14 23:43:09.584264,True
Heat working intermittently in dining room.,hvac,semi-urgent,2025-02-02 04:25:37.588870,False
Oven temperature slightly off.,appliance,non-urgent,2025-02-20 04:13:00.239741,False
AC unit vibrating slightly in kitchen.,hvac,non-urgent,2025-02-09 02:33:14.895838,False
"Severe mold in kitchen, causing breathing difficulties.",miscellaneous,urgent,2025-02-07 16:02:54.806497,True
Air conditioner making strange noise in entryway.,hvac,semi-urgent,2025-02-12 01:09:14.381773,True
Baseboard separating from wall in bedroom.,structural,non-urgent,2025-02-08 08:59:50.528188,False
Dryer lint trap damaged.,appliance,non-urgent,2025-02-13 19:40:58.404464,False
Thermostat display flickering in closet.,hvac,non-urgent,2025-02-09 01:17:12.775351,True
Small hole in balcony wall.,structural,semi-urgent,2025-02-21 10:53:57.733386,False
Mice chewed through electrical wiring in bathroom.,pest,urgent,2025-02-11 20:03:19.482804,True
Uneven heating in different rooms.,hvac,non-urgent,2025-02-02 18:28:54.602758,False
Paint peeling in bathroom.,structural,non-urgent,2025-02-17 11:25:53.736341,False
Shower head in office sprays unevenly.,plumbing,non-urgent,2025-02-26 10:30:52.881843,False
Furnace cycles on and off repeatedly.,hvac,semi-urgent,2025-02-28 02:38:05.106058,True
Security camera not working at closet entrance.,miscellaneous,semi-urgent,2025-02-22 15:48:36.904893,False
Occasional mouse sightings in laundry room.,pest,semi-urgent,2025-02-21 03:04:48.762338,False
Wasps nest inside closet window.,pest,urgent,2025-02-26 23:09:42.398380,False
Slow drain in closet sink.,plumbing,semi-urgent,2025-02-19 18:19:46.316100,True
Key fob not working for building access.,miscellaneous,semi-urgent,2025-02-22 04:33:36.520918,False
"Lightning struck building, power surging in outlets.",electrical,urgent,2025-02-08 16:54:12.089340,True
Dishwasher leaking all over living room floor.,appliance,urgent,2025-02-03 16:43:22.466982,True
Minor leak under balcony sink.,plumbing,semi-urgent,2025-02-23 17:15:59.605676,False
Dryer lint trap damaged.,appliance,non-urgent,2025-02-09 02:05:48.796545,True
Community room blinds damaged.,miscellaneous,non-urgent,2025-02-04 04:44:48.616761,True
Motion sensor light staying on in dining room.,electrical,non-urgent,2025-02-20 17:45:06.892975,False
Outlet cover missing in entryway.,electrical,non-urgent,2025-02-26 02:48:44.952265,False
"Power outage in entire unit, getting worse quickly.",electrical,urgent,2025-02-08 11:25:12.408798,True
"Suspicious gas smell in living room, elderly resident needs assistance.",miscellaneous,urgent,2025-02-27 02:34:15.178318,True
Washing machine making strange noise mid-cycle.,appliance,semi-urgent,2025-02-18 04:40:46.888783,True
Fallen tree branch crashed through living room window.,miscellaneous,urgent,2025-02-09 16:15:26.427777,True
Minor dent in hallway wall.,structural,non-urgent,2025-02-08 09:23:49.590840,False
"Washing machine overflowing, emergency situation.",appliance,urgent,2025-02-09 06:29:41.744342,False
Toilet in dining room running continuously.,plumbing,semi-urgent,2025-02-15 00:19:01.790412,False
"Bathroom fan not working, causing humidity issues.",electrical,semi-urgent,2025-02-01 04:35:23.420779,False
Low water pressure in basement.,plumbing,semi-urgent,2025-02-09 01:36:23.060800,True
Few houseflies in basement.,pest,non-urgent,2025-02-11 23:23:44.363746,False
Major water leak coming through basement ceiling.,plumbing,urgent,2025-02-12 12:02:26.700378,False
Dimming lights when appliances run in living room.,electrical,semi-urgent,2025-02-22 15:08:43.671099,False
"Ants in office, need to resolve soon.",pest,semi-urgent,2025-02-20 17:06:47.568834,False
Few houseflies in kitchen.,pest,non-urgent,2025-02-17 22:39:11.440760,False
Garage door opener malfunctioning.,miscellaneous,semi-urgent,2025-02-17 14:57:08.845078,True
Bathroom fan making slight noise.,electrical,non-urgent,2025-02-08 07:46:09.627409,False
Sink stopper in bedroom not working properly.,plumbing,non-urgent,2025-02-14 09:41:44.934746,False
Dishwasher not draining properly.,appliance,semi-urgent,2025-02-13 10:16:05.692352,False
Building directory needs updating.,miscellaneous,non-urgent,2025-02-12 21:42:13.793000,False
Carbon monoxide detector alarming near office heater.,hvac,urgent,2025-02-19 20:08:25.748601,True
Ceiling fan making grinding noise in bathroom.,electrical,semi-urgent,2025-02-11 03:07:09.592149,False
Stove burner heating unevenly.,appliance,non-urgent,2025-02-20 20:01:20.862032,False
Basement shower drain partially clogged.,plumbing,semi-urgent,2025-02-25 23:02:16.708295,False
Light fixture shade cracked in entryway.,electrical,non-urgent,2025-02-27 18:53:32.586036,False
"Fire damage in laundry room, children in home.",miscellaneous,urgent,2025-02-08 12:34:40.265613,True
Refrigerator ice maker working intermittently.,appliance,non-urgent,2025-02-28 16:15:24.887308,True
"Window shattered in entryway, affecting multiple units.",structural,urgent,2025-02-19 16:10:44.640076,False
Dining room faucet handle loose.,plumbing,non-urgent,2025-02-12 07:42:02.481661,False
Doorbell not functioning.,electrical,semi-urgent,2025-02-05 04:05:17.106803,False
"Strange odor in basement, need to fix this week.",miscellaneous,semi-urgent,2025-02-28 05:05:17.285211,True
Minor leak under hallway sink.,plumbing,semi-urgent,2025-02-22 07:32:46.148108,True
Bedroom floor has collapsed partially.,structural,urgent,2025-02-15 01:54:55.143509,True
Kitchen toilet overflowing onto floor.,plumbing,urgent,2025-02-22 01:52:34.078882,False
Ceiling fan making grinding noise in bathroom.,electrical,semi-urgent,2025-02-18 10:49:05.403808,False
Security camera not working at basement entrance.,miscellaneous,semi-urgent,2025-02-22 20:54:54.351140,True
Furnace making loud banging noise and not heating.,hvac,urgent,2025-02-17 07:52:53.147316,True
Entire ceiling water damaged and sagging dangerously.,miscellaneous,urgent,2025-02-20 05:01:43.190011,True
"Power outage in entire unit, unable to stay in apartment.",electrical,urgent,2025-02-08 03:21:25.210858,True
Doorbell not functioning.,electrical,semi-urgent,2025-02-20 02:47:40.589912,True
Dishwasher not draining properly.,appliance,semi-urgent,2025-02-08 13:16:58.709718,True
Some office floor boards are warped.,structural,semi-urgent,2025-02-18 07:38:42.366400,False
Recycle bin missing lid.,miscellaneous,non-urgent,2025-02-14 04:31:18.112168,True
Some kitchen floor boards are warped.,structural,semi-urgent,2025-02-07 06:59:47.573049,True
"Power outage in entire unit, health risk.",electrical,urgent,2025-02-27 08:06:24.760330,False
Toilet seat loose in living room.,plumbing,non-urgent,2025-02-16 13:29:29.098952,False
Air conditioner making strange noise in dining room.,hvac,semi-urgent,2025-02-17 17:26:49.778706,True
"Cockroach infestation in basement, children in home.",pest,urgent,2025-02-05 19:57:34.345988,True
"Front door lock broken, cannot secure apartment.",miscellaneous,urgent,2025-02-03 12:01:49.661809,True
Stove burner not lighting.,appliance,semi-urgent,2025-02-16 03:15:28.092526,False
Multiple scorpions spotted in balcony.,pest,urgent,2025-02-28 02:12:03.175448,False
Small chip in kitchen countertop.,structural,non-urgent,2025-02-13 19:15:17.228738,False
Shower curtain rod rusting in laundry room.,plumbing,non-urgent,2025-02-01 13:07:31.690208,False
Outlet cover missing in balcony.,electrical,non-urgent,2025-02-02 10:37:57.361616,False
"Fire damage in hallway, elderly resident needs assistance.",miscellaneous,urgent,2025-02-01 19:43:38.613481,False
"Exposed wires in basement, health risk.",electrical,urgent,2025-02-22 02:54:36.179007,False
Heat not working and temperature below freezing inside.,hvac,urgent,2025-02-25 11:03:50.081302,True
Washing machine making slight noise during spin cycle.,appliance,non-urgent,2025-02-04 04:45:50.117583,False
Thermostat display flickering in dining room.,hvac,non-urgent,2025-02-15 04:55:48.885556,True
"Multiple circuit breakers tripping, elderly resident needs assistance.",electrical,urgent,2025-02-17 08:07:38.928310,False
Low water pressure in basement.,plumbing,semi-urgent,2025-02-02 12:38:29.293636,True
Circuit breaker for kitchen not closing properly.,electrical,semi-urgent,2025-02-03 19:33:58.133092,False
Oven clock reset needed.,appliance,non-urgent,2025-02-14 17:57:24.400341,False
"Power outage in entire unit, getting worse quickly.",electrical,urgent,2025-02-17 21:04:11.947369,True
"Break-in attempt, kitchen window damaged.",miscellaneous,urgent,2025-02-25 03:53:15.751940,True
Slight delay when adjusting thermostat.,hvac,non-urgent,2025-02-13 00:21:48.315293,False
"Strange odor in living room, been ongoing for days.",miscellaneous,semi-urgent,2025-02-04 21:33:57.090335,True
Single cockroach spotted in bathroom.,pest,non-urgent,2025-02-13 06:27:07.259922,False
"Fire damage in living room, children in home.",miscellaneous,urgent,2025-02-12 03:15:53.830606,False
Paint peeling in closet.,structural,non-urgent,2025-02-07 09:50:55.734454,False
Toilet in bathroom occasionally runs.,plumbing,non-urgent,2025-02-11 12:12:22.220935,False
Doorbell not functioning.,electrical,semi-urgent,2025-02-07 21:39:38.846149,True
One outlet not working in living room.,electrical,non-urgent,2025-02-17 00:46:01.428011,False
Few houseflies in bedroom.,pest,non-urgent,2025-02-08 01:20:27.950994,False
Hot water tank leaking heavily in closet.,plumbing,urgent,2025-02-22 21:11:05.203122,True
Flies coming from closet drain.,pest,semi-urgent,2025-02-26 01:11:46.133158,False
Bathroom fan making slight noise.,electrical,non-urgent,2025-02-26 14:57:53.015922,False
Living room faucet handle loose.,plumbing,non-urgent,2025-02-22 08:11:28.341074,False
Ceiling light fixture sparking in bedroom.,electrical,urgent,2025-02-04 07:26:49.433583,True
"Break-in attempt, kitchen window damaged.",miscellaneous,urgent,2025-02-01 09:16:09.041721,True
Dryer not heating clothes.,appliance,semi-urgent,2025-02-26 21:02:05.173620,True
Bathroom fan making slight noise.,electrical,non-urgent,2025-02-20 18:16:50.735846,False
One outlet not working in closet.,electrical,non-urgent,2025-02-06 09:34:09.141893,False
Mailbox number faded.,miscellaneous,non-urgent,2025-02-24 20:49:39.844134,True
"Severe leak from ceiling in entryway, health risk.",plumbing,urgent,2025-02-08 17:48:27.621063,False
Microwave sparked and caught fire briefly.,appliance,urgent,2025-02-27 10:31:01.633369,True
Minor cobwebs in hallway windows.,pest,non-urgent,2025-02-23 19:57:09.574917,False
Light fixture in basement cracked.,electrical,semi-urgent,2025-02-12 02:04:38.723170,False
Single ant spotted in hallway.,pest,non-urgent,2025-02-08 23:33:44.158549,False
Minor leak under living room sink.,plumbing,semi-urgent,2025-02-16 10:26:59.922724,True
Office toilet overflowing onto floor.,plumbing,urgent,2025-02-14 06:13:58.445080,True
Dryer lint trap damaged.,appliance,non-urgent,2025-02-26 17:40:33.364091,False
Part of the bedroom ceiling collapsed.,structural,urgent,2025-02-07 06:57:30.474540,False
Sink stopper in laundry room not working properly.,plumbing,non-urgent,2025-02-16 11:56:01.219288,False
AC unit making loud banging noise with electrical smell.,hvac,urgent,2025-02-07 19:40:41.632450,False
Multiple scorpions spotted in office.,pest,urgent,2025-02-26 06:21:09.450547,False
"Multiple circuit breakers tripping, elderly resident needs assistance.",electrical,urgent,2025-02-10 17:42:04.563197,False
"Main water pipe burst in laundry room, unable to stay in apartment.",plumbing,urgent,2025-02-13 19:03:19.940840,True
"Major crack in foundation, need immediate attention.",structural,urgent,2025-02-28 13:12:17.042378,True
Single centipede spotted in living room.,pest,non-urgent,2025-02-28 14:00:31.671917,False
Spider webs in basement corner.,pest,non-urgent,2025-02-11 09:27:15.957085,False
Furnace making loud banging noise and not heating.,hvac,urgent,2025-02-09 10:33:13.419176,True
"HVAC system completely failed, health risk.",hvac,urgent,2025-02-18 13:58:53.041560,False
Dimming lights when appliances run in kitchen.,electrical,semi-urgent,2025-02-22 09:18:41.520004,False
"Sewage backing up in kitchen, health risk.",plumbing,urgent,2025-02-27 14:08:19.754175,False
"Clogged living room toilet, getting gradually worse.",plumbing,semi-urgent,2025-02-16 11:06:46.056531,False
Slight noise from dining room AC unit.,hvac,non-urgent,2025-02-28 09:26:33.653773,True
Light fixture in laundry room making strange noise.,electrical,semi-urgent,2025-02-05 22:07:47.865489,False
Uneven heating in different rooms.,hvac,non-urgent,2025-02-02 18:42:39.542328,True
Outlet cover missing in bedroom.,electrical,non-urgent,2025-02-22 16:32:06.374688,False
Mailbox number faded.,miscellaneous,non-urgent,2025-02-18 18:36:45.612921,False
"Clogged office toilet, been ongoing for days.",plumbing,semi-urgent,2025-02-17 19:28:35.178153,False
Doorbell not functioning.,electrical,semi-urgent,2025-02-15 02:51:34.471799,True
Garbage disposal jammed in laundry room.,appliance,semi-urgent,2025-02-10 05:27:06.990481,False
"Refrigerator completely stopped working, emergency situation.",appliance,urgent,2025-02-11 20:36:04.306249,True
Strong gas smell from hallway heater.,hvac,urgent,2025-02-21 12:08:44.018239,True
"Front door lock broken, cannot secure apartment.",miscellaneous,urgent,2025-02-19 23:02:09.341765,False
Range hood fan not working.,appliance,semi-urgent,2025-02-03 03:05:03.266074,True
"Strange odor in bathroom, getting gradually worse.",miscellaneous,semi-urgent,2025-02-13 09:16:54.614563,False
Refrigerator malfunctioning but still somewhat cool.,appliance,semi-urgent,2025-02-03 23:36:07.873576,True
Found a snake in balcony.,pest,urgent,2025-02-18 13:27:14.546549,True
Minor water stain on bathroom ceiling.,miscellaneous,non-urgent,2025-02-21 15:59:28.833455,False
Stove burner heating unevenly.,appliance,non-urgent,2025-02-07 02:58:46.412882,True
Air filter needs replacement in office.,hvac,non-urgent,2025-02-18 23:53:37.174438,False
GFI outlet in bedroom won't reset.,electrical,semi-urgent,2025-02-16 05:05:51.986521,False
Doorbell not functioning.,electrical,semi-urgent,2025-02-11 15:48:16.511325,False
Minor leak under laundry room sink.,plumbing,semi-urgent,2025-02-10 20:22:54.543665,True
Slight delay when adjusting thermostat.,hvac,non-urgent,2025-02-13 16:50:54.523022,True
Small patch of carpet worn in balcony hallway.,miscellaneous,non-urgent,2025-02-10 19:37:25.780192,False
Spider webs in hallway corner.,pest,non-urgent,2025-02-25 18:12:48.119936,True
Weak airflow from vents in balcony.,hvac,semi-urgent,2025-02-21 08:16:27.938429,False
Washing machine making slight noise during spin cycle.,appliance,non-urgent,2025-02-04 19:28:32.185518,False
Black widow spiders found in bedroom with children in home.,pest,urgent,2025-02-24 06:39:49.129797,True
Dimmer switch not dimming smoothly in dining room.,electrical,non-urgent,2025-02-20 20:16:22.630989,False
"Severe mold in dining room, causing breathing difficulties.",miscellaneous,urgent,2025-02-25 00:20:29.892896,True
Single cockroach spotted in kitchen.,pest,non-urgent,2025-02-15 08:47:37.185203,False
Uneven heating in different rooms.,hvac,non-urgent,2025-02-27 16:48:50.065032,False
Heating vent dusty in bathroom.,hvac,non-urgent,2025-02-16 15:27:43.496195,False
Multiple scorpions spotted in bedroom.,pest,urgent,2025-02-20 01:01:58.990070,True
Black widow spiders found in hallway with children in home.,pest,urgent,2025-02-27 13:25:23.600578,True
Slight delay when adjusting thermostat.,hvac,non-urgent,2025-02-12 03:03:37.491784,False
Community room blinds damaged.,miscellaneous,non-urgent,2025-02-04 05:30:14.938336,False
Ice maker leaking water onto floor.,appliance,semi-urgent,2025-02-21 21:53:06.097596,True
Flickering lights in dining room.,electrical,semi-urgent,2025-02-24 01:17:52.746739,False
Several spider spotted in closet.,pest,semi-urgent,2025-02-23 03:37:30.617534,True
Dishwasher not draining properly.,appliance,semi-urgent,2025-02-23 06:13:23.969349,True
Carbon monoxide detector alarming in bathroom.,miscellaneous,urgent,2025-02-24 23:37:01.201146,True
"Suspicious gas smell in bedroom, children in home.",miscellaneous,urgent,2025-02-04 20:12:22.643052,True
Building directory needs updating.,miscellaneous,non-urgent,2025-02-03 15:57:48.258584,True
Garbage disposal jammed in kitchen.,appliance,semi-urgent,2025-02-18 08:14:36.001277,False
Range hood fan not working.,appliance,semi-urgent,2025-02-16 18:54:26.586624,True
Balcony floor has collapsed partially.,structural,urgent,2025-02-01 01:08:11.538575,False
One vent not working in bedroom.,hvac,non-urgent,2025-02-25 00:50:55.242533,True
"Sewage backing up in hallway, unable to stay in apartment.",plumbing,urgent,2025-02-06 19:38:00.293980,False
Washing machine making slight noise during spin cycle.,appliance,non-urgent,2025-02-01 22:06:35.953645,False
Window in entryway won't close properly.,structural,semi-urgent,2025-02-19 04:43:04.347163,False
Ice maker leaking water onto floor.,appliance,semi-urgent,2025-02-03 12:13:25.812852,True
Office shower drain partially clogged.,plumbing,semi-urgent,2025-02-07 09:50:13.717590,True
Stove burner heating unevenly.,appliance,non-urgent,2025-02-12 10:56:17.406437,False
Washing machine making slight noise during spin cycle.,appliance,non-urgent,2025-02-19 19:39:28.037580,False
Security camera not working at bedroom entrance.,miscellaneous,semi-urgent,2025-02-22 22:10:01.613068,False
Some bathroom floor boards are warped.,structural,semi-urgent,2025-02-18 17:20:09.885328,False
Stove burner not lighting.,appliance,semi-urgent,2025-02-26 20:35:20.004597,False
Furnace making loud banging noise and not heating.,hvac,urgent,2025-02-22 10:11:07.958592,True
Washing machine not closing properly mid-cycle.,appliance,semi-urgent,2025-02-13 17:59:00.255806,True
Main electrical panel smoking.,electrical,urgent,2025-02-21 01:46:07.226866,False
Dryer smoking and smells like burning.,appliance,urgent,2025-02-28 02:58:59.087724,False
"Suspicious gas smell in hallway, unable to stay in apartment.",miscellaneous,urgent,2025-02-22 23:59:02.998335,False
AC leaking heavily into electrical outlet in balcony.,hvac,urgent,2025-02-25 09:12:14.286202,True
"Cockroach infestation in bedroom, need immediate attention.",pest,urgent,2025-02-08 11:44:27.207368,True
Few houseflies in closet.,pest,non-urgent,2025-02-07 17:46:10.486778,False
Gas stove burner won't turn off.,appliance,urgent,2025-02-04 06:35:22.671537,True
Thermostat in balcony not working properly.,hvac,semi-urgent,2025-02-21 04:27:49.207913,False
Ceiling overflowing in the bedroom.,structural,urgent,2025-02-08 18:56:38.683161,True
Fitness room equipment needs maintenance.,miscellaneous,non-urgent,2025-02-02 06:52:25.079810,False
Microwave sparked and caught fire briefly.,appliance,urgent,2025-02-12 18:58:50.359275,True
Door to basement stopped working.,structural,semi-urgent,2025-02-18 15:12:07.779315,True
Dishwasher not draining properly.,appliance,semi-urgent,2025-02-03 09:41:39.844902,False
Circuit breaker for basement running constantly.,electrical,semi-urgent,2025-02-02 06:26:37.824985,False
Washing machine making strange noise mid-cycle.,appliance,semi-urgent,2025-02-16 22:53:54.219344,True
Ceiling sparking in the bathroom.,structural,urgent,2025-02-28 23:31:03.148302,True
Small hole in bedroom wall.,structural,semi-urgent,2025-02-28 09:12:19.109120,False
Uneven heating in different rooms.,hvac,non-urgent,2025-02-09 20:47:46.346935,False
Shower curtain rod rusting in hallway.,plumbing,non-urgent,2025-02-14 00:23:42.163464,False
Slight discoloration on balcony ceiling.,structural,non-urgent,2025-02-25 08:59:17.653631,False
Carbon monoxide detector alarming in bathroom.,miscellaneous,urgent,2025-02-03 20:28:54.155975,True
One vent not working in kitchen.,hvac,non-urgent,2025-02-12 10:22:28.926044,False
Burning smell from entryway electrical panel.,electrical,urgent,2025-02-24 17:16:24.240083,False
Found a snake in bedroom.,pest,urgent,2025-02-15 12:09:52.161868,False
Weak airflow from vents in hallway.,hvac,semi-urgent,2025-02-15 16:06:09.660065,False
Main electrical panel smoking.,electrical,urgent,2025-02-22 16:46:52.217559,True
"Bed bugs found throughout apartment, extremely unsafe.",pest,urgent,2025-02-15 10:03:59.425392,False
Microwave sparked and caught fire briefly.,appliance,urgent,2025-02-12 20:16:54.998553,True
GFI outlet in closet won't reset.,electrical,semi-urgent,2025-02-23 11:29:33.168690,True
Hot water tank leaking heavily in office.,plumbing,urgent,2025-02-08 05:36:45.889159,True
Basement floor has collapsed partially.,structural,urgent,2025-02-05 10:00:20.979092,True
"Lightning struck building, power surging in outlets.",electrical,urgent,2025-02-13 23:08:18.574767,False
Minor stain under basement sink pipe.,plumbing,non-urgent,2025-02-18 13:30:24.176196,False
"Mold growing in office, getting gradually worse.",miscellaneous,semi-urgent,2025-02-11 10:18:52.211188,False
"Refrigerator completely stopped working, children in home.",appliance,urgent,2025-02-20 16:18:42.284081,False
Small chip in bedroom countertop.,structural,non-urgent,2025-02-09 09:10:56.777943,False
Small hole in living room wall.,structural,semi-urgent,2025-02-26 21:51:45.416348,True
Shower curtain rod rusting in living room.,plumbing,non-urgent,2025-02-17 23:26:43.055569,False
Curtain rod loose in office.,structural,non-urgent,2025-02-27 04:39:55.115299,True
Ceiling fan wobbling slightly in closet.,electrical,non-urgent,2025-02-07 01:50:06.152251,False
Multiple scorpions spotted in entryway.,pest,urgent,2025-02-20 20:40:15.585683,True
Minor stain under hallway sink pipe.,plumbing,non-urgent,2025-02-25 14:54:25.197124,False
Minor temperature fluctuation in office.,hvac,non-urgent,2025-02-07 03:10:15.561570,False
Loose doorknob in kitchen.,structural,non-urgent,2025-02-02 16:57:48.495958,False
Wasps nest inside hallway window.,pest,urgent,2025-02-17 02:25:54.234211,False
Heating vent dusty in bedroom.,hvac,non-urgent,2025-02-10 01:11:45.054975,False
AC unit completely broken with electrical smell.,hvac,urgent,2025-02-10 00:27:32.592218,False
"Electrical outlet collapsed in dining room, elderly resident needs assistance.",electrical,urgent,2025-02-13 11:21:51.283457,False
Flickering lights in living room.,electrical,semi-urgent,2025-02-23 10:56:25.482119,False
"Severe mold in bedroom, causing breathing difficulties.",miscellaneous,urgent,2025-02-06 12:53:17.416783,False
Heating vent dusty in kitchen.,hvac,non-urgent,2025-02-26 19:16:22.649346,False
Thermostat display flickering in living room.,hvac,non-urgent,2025-02-02 21:58:43.403161,True
Kitchen sink is overflowing onto the floor.,plumbing,urgent,2025-02-20 07:15:25.962319,True
Refrigerator making loud grinding noise and not cooling.,appliance,urgent,2025-02-08 20:21:41.834026,True
Dimming lights when appliances run in entryway.,electrical,semi-urgent,2025-02-16 17:32:26.798393,True
Ceiling fan wobbling slightly in basement.,electrical,non-urgent,2025-02-25 10:07:35.408896,False
Toilet in balcony occasionally runs.,plumbing,non-urgent,2025-02-13 14:26:48.306662,False
Microwave light bulb burnt out.,appliance,non-urgent,2025-02-03 09:06:28.209874,False
Found centipede droppings in closet.,pest,semi-urgent,2025-02-10 12:36:33.521164,True
Bathroom floor has collapsed partially.,structural,urgent,2025-02-19 22:44:30.723274,False
"Front door lock broken, cannot secure apartment.",miscellaneous,urgent,2025-02-11 22:34:17.261250,True
Stove burner not lighting.,appliance,semi-urgent,2025-02-21 00:38:19.162595,False
Minor ceiling damage in closet.,structural,semi-urgent,2025-02-25 04:50:41.773007,True
One vent not working in bedroom.,hvac,non-urgent,2025-02-20 02:10:10.776576,False
Door to basement malfunctioning.,structural,semi-urgent,2025-02-27 00:13:46.593357,False
